Date,Value
2021-01-13 15:15:00,95
2021-01-13 15:30:00,131
2021-01-13 15:45:00,118
2021-01-13 16:00:00,134
2021-01-13 16:15:00,136
2021-01-13 16:30:00,141
2021-01-13 16:45:00,140
2021-01-13 17:00:00,132
2021-01-13 17:15:00,128
2021-01-13 17:30:00,102
2021-01-13 17:45:00,134
2021-01-13 18:00:00,176
2021-01-13 18:15:00,136
2021-01-13 18:30:00,101
2021-01-13 18:45:00,137
2021-01-13 19:00:00,161
2021-01-13 19:15:00,80
2021-01-13 19:30:00,61
2021-01-14 09:45:00,27
2021-01-14 10:00:00,62
2021-01-14 10:15:00,57
2021-01-14 10:30:00,64
2021-01-14 10:45:00,103
2021-01-14 11:00:00,96
2021-01-14 11:15:00,103
2021-01-14 11:30:00,91
2021-01-14 11:45:00,39
2021-01-14 12:00:00,140
2021-01-14 12:15:00,115
2021-01-14 12:30:00,91
2021-01-14 12:45:00,153
2021-01-14 13:00:00,65
2021-01-14 13:15:00,74
2021-01-14 13:30:00,115
2021-01-14 13:45:00,88
2021-01-14 14:00:00,85
2021-01-14 14:15:00,77
2021-01-14 14:30:00,108
2021-01-14 14:45:00,86
2021-01-14 15:00:00,73
2021-01-14 15:15:00,76
2021-01-14 15:30:00,97
2021-01-14 15:45:00,117
2021-01-14 16:00:00,74
2021-01-14 16:15:00,81
2021-01-14 16:30:00,99
2021-01-14 16:45:00,133
2021-01-14 17:00:00,82
2021-01-14 17:15:00,149
2021-01-14 17:30:00,115
2021-01-14 17:45:00,116
2021-01-14 18:00:00,143
2021-01-14 18:15:00,87
2021-01-14 18:30:00,74
2021-01-14 18:45:00,115
2021-01-14 19:00:00,45
2021-01-14 19:15:00,85
2021-01-14 19:30:00,59
2021-01-15 09:45:00,27
2021-01-15 10:00:00,61
2021-01-15 10:15:00,76
2021-01-15 10:30:00,83
2021-01-15 10:45:00,129
2021-01-15 11:00:00,127
2021-01-15 11:15:00,85
2021-01-15 11:30:00,140
2021-01-15 11:45:00,149
2021-01-15 12:00:00,75
2021-01-15 12:15:00,91
2021-01-15 12:30:00,144
2021-01-15 12:45:00,114
2021-01-15 13:00:00,60
2021-01-15 13:15:00,70
2021-01-15 13:30:00,120
2021-01-15 13:45:00,86
2021-01-15 14:00:00,116
2021-01-15 14:15:00,142
2021-01-15 14:30:00,85
2021-01-15 14:45:00,77
2021-01-15 15:00:00,85
2021-01-15 15:15:00,101
2021-01-15 15:30:00,66
2021-01-15 15:45:00,71
2021-01-15 16:00:00,89
2021-01-15 16:15:00,70
2021-01-15 16:30:00,104
2021-01-15 16:45:00,105
2021-01-15 17:00:00,127
2021-01-15 17:15:00,138
2021-01-15 17:30:00,90
2021-01-15 17:45:00,146
2021-01-15 18:00:00,174
2021-01-15 18:15:00,86
2021-01-15 18:30:00,120
2021-01-15 18:45:00,108
2021-01-15 19:00:00,77
2021-01-15 19:15:00,81
2021-01-15 19:30:00,46
2021-01-16 09:45:00,63
2021-01-16 10:00:00,86
2021-01-16 10:15:00,95
2021-01-16 10:30:00,64
2021-01-16 10:45:00,130
2021-01-16 11:00:00,81
2021-01-16 11:15:00,106
2021-01-16 11:30:00,83
2021-01-16 11:45:00,129
2021-01-16 12:00:00,129
2021-01-16 12:15:00,134
2021-01-16 12:30:00,102
2021-01-16 12:45:00,88
2021-01-16 13:00:00,134
2021-01-16 13:15:00,45
2021-01-16 13:30:00,131
2021-01-16 13:45:00,60
2021-01-16 14:00:00,79
2021-01-16 14:15:00,101
2021-01-16 14:30:00,95
2021-01-16 14:45:00,68
2021-01-16 15:00:00,91
2021-01-16 15:15:00,93
2021-01-16 15:30:00,89
2021-01-16 15:45:00,49
2021-01-16 16:00:00,108
2021-01-16 16:15:00,75
2021-01-16 16:30:00,126
2021-01-16 16:45:00,121
2021-01-16 17:00:00,115
2021-01-16 17:15:00,137
2021-01-16 17:30:00,94
2021-01-16 17:45:00,72
2021-01-16 18:00:00,176
2021-01-16 18:15:00,102
2021-01-16 18:30:00,111
2021-01-16 18:45:00,126
2021-01-16 19:00:00,79
2021-01-16 19:15:00,46
2021-01-16 19:30:00,63
2021-01-17 09:30:00,12
2021-01-17 09:45:00,75
2021-01-17 10:00:00,74
2021-01-17 10:15:00,80
2021-01-17 10:30:00,150
2021-01-17 10:45:00,134
2021-01-17 11:00:00,134
2021-01-17 11:15:00,204
2021-01-17 11:30:00,145
2021-01-17 11:45:00,143
2021-01-17 12:00:00,119
2021-01-17 12:15:00,166
2021-01-17 12:30:00,123
2021-01-17 12:45:00,92
2021-01-17 13:00:00,117
2021-01-17 13:15:00,106
2021-01-17 13:30:00,150
2021-01-17 13:45:00,162
2021-01-17 14:00:00,92
2021-01-17 14:15:00,141
2021-01-17 14:30:00,91
2021-01-17 14:45:00,96
2021-01-17 15:00:00,140
2021-01-17 15:15:00,82
2021-01-17 15:30:00,130
2021-01-17 15:45:00,215
2021-01-17 16:00:00,135
2021-01-17 16:15:00,116
2021-01-17 16:30:00,126
2021-01-17 16:45:00,204
2021-01-17 17:00:00,125
2021-01-17 17:15:00,138
2021-01-17 17:30:00,169
2021-01-17 17:45:00,157
2021-01-17 18:00:00,143
2021-01-17 18:15:00,95
2021-01-17 18:30:00,127
2021-01-17 18:45:00,91
2021-01-17 19:00:00,52
2021-01-17 19:15:00,89
2021-01-17 19:30:00,10
2021-01-18 09:45:00,53
2021-01-18 10:00:00,52
2021-01-18 10:15:00,152
2021-01-18 10:30:00,163
2021-01-18 10:45:00,131
2021-01-18 11:00:00,115
2021-01-18 11:15:00,148
2021-01-18 11:30:00,184
2021-01-18 11:45:00,103
2021-01-18 12:00:00,130
2021-01-18 12:15:00,114
2021-01-18 12:30:00,196
2021-01-18 12:45:00,152
2021-01-18 13:00:00,186
2021-01-18 13:15:00,211
2021-01-18 13:30:00,173
2021-01-18 13:45:00,124
2021-01-18 14:00:00,161
2021-01-18 14:15:00,241
2021-01-18 14:30:00,152
2021-01-18 14:45:00,151
2021-01-18 15:00:00,129
2021-01-18 15:15:00,154
2021-01-18 15:30:00,152
2021-01-18 15:45:00,165
2021-01-18 16:00:00,143
2021-01-18 16:15:00,141
2021-01-18 16:30:00,132
2021-01-18 16:45:00,210
2021-01-18 17:00:00,171
2021-01-18 17:15:00,182
2021-01-18 17:30:00,188
2021-01-18 17:45:00,130
2021-01-18 18:00:00,102
2021-01-18 18:15:00,146
2021-01-18 18:30:00,191
2021-01-18 18:45:00,86
2021-01-18 19:00:00,181
2021-01-18 19:15:00,155
2021-01-18 19:30:00,55
2021-01-20 08:15:00,2
2021-01-20 09:30:00,10
2021-01-20 09:45:00,101
2021-01-20 10:00:00,69
2021-01-20 10:15:00,128
2021-01-20 10:30:00,112
2021-01-20 10:45:00,86
2021-01-20 11:00:00,122
2021-01-20 11:15:00,63
2021-01-20 11:30:00,74
2021-01-20 11:45:00,114
2021-01-20 12:00:00,102
2021-01-20 12:15:00,176
2021-01-20 12:30:00,135
2021-01-20 12:45:00,68
2021-01-20 13:00:00,73
2021-01-20 13:15:00,121
2021-01-20 13:30:00,115
2021-01-20 13:45:00,155
2021-01-20 14:00:00,62
2021-01-20 14:15:00,97
2021-01-20 14:30:00,57
2021-01-20 14:45:00,82
2021-01-20 15:00:00,118
2021-01-20 15:15:00,111
2021-01-20 15:30:00,100
2021-01-20 15:45:00,127
2021-01-20 16:00:00,125
2021-01-20 16:15:00,169
2021-01-20 16:30:00,118
2021-01-20 16:45:00,163
2021-01-20 17:00:00,152
2021-01-20 17:15:00,131
2021-01-20 17:30:00,107
2021-01-20 17:45:00,100
2021-01-20 18:00:00,112
2021-01-20 18:15:00,114
2021-01-20 18:30:00,103
2021-01-20 18:45:00,114
2021-01-20 19:00:00,123
2021-01-20 19:15:00,45
2021-01-20 19:30:00,86
2021-01-20 19:45:00,74
2021-01-21 09:45:00,31
2021-01-21 10:00:00,38
2021-01-21 10:15:00,30
2021-01-21 10:30:00,60
2021-01-21 10:45:00,124
2021-01-21 11:00:00,66
2021-01-21 11:15:00,112
2021-01-21 11:30:00,45
2021-01-21 11:45:00,43
2021-01-21 12:00:00,105
2021-01-21 12:15:00,79
2021-01-21 12:30:00,102
2021-01-21 12:45:00,112
2021-01-21 13:00:00,118
2021-01-21 13:15:00,41
2021-01-21 13:30:00,65
2021-01-21 13:45:00,82
2021-01-21 14:00:00,67
2021-01-21 14:15:00,62
2021-01-21 14:30:00,120
2021-01-21 14:45:00,93
2021-01-21 15:00:00,64
2021-01-21 15:15:00,86
2021-01-21 15:30:00,72
2021-01-21 15:45:00,86
2021-01-21 16:00:00,83
2021-01-21 16:15:00,45
2021-01-21 16:30:00,104
2021-01-21 16:45:00,119
2021-01-21 17:00:00,86
2021-01-21 17:15:00,68
2021-01-21 17:30:00,137
2021-01-21 17:45:00,71
2021-01-21 18:00:00,144
2021-01-21 18:15:00,131
2021-01-21 18:30:00,168
2021-01-21 18:45:00,91
2021-01-21 19:00:00,78
2021-01-21 19:15:00,134
2021-01-21 19:30:00,49
2021-01-21 19:45:00,62
2021-01-22 09:45:00,48
2021-01-22 10:00:00,49
2021-01-22 10:15:00,49
2021-01-22 10:30:00,55
2021-01-22 10:45:00,113
2021-01-22 11:00:00,122
2021-01-22 11:15:00,149
2021-01-22 11:30:00,106
2021-01-22 11:45:00,46
2021-01-22 12:00:00,93
2021-01-22 12:15:00,116
2021-01-22 12:30:00,138
2021-01-22 12:45:00,111
2021-01-22 13:00:00,78
2021-01-22 13:15:00,67
2021-01-22 13:30:00,71
2021-01-22 13:45:00,74
2021-01-22 14:00:00,111
2021-01-22 14:15:00,105
2021-01-22 14:30:00,118
2021-01-22 14:45:00,104
2021-01-22 15:00:00,98
2021-01-22 15:15:00,68
2021-01-22 15:30:00,177
2021-01-22 15:45:00,135
2021-01-22 16:00:00,210
2021-01-22 16:15:00,67
2021-01-22 16:30:00,112
2021-01-22 16:45:00,97
2021-01-22 17:00:00,191
2021-01-22 17:15:00,115
2021-01-22 17:30:00,131
2021-01-22 17:45:00,105
2021-01-22 18:00:00,136
2021-01-22 18:15:00,116
2021-01-22 18:30:00,122
2021-01-22 18:45:00,24
2021-01-22 19:00:00,55
2021-01-22 19:15:00,104
2021-01-22 19:30:00,18
2021-01-23 09:45:00,24
2021-01-23 10:00:00,103
2021-01-23 10:15:00,42
2021-01-23 10:30:00,83
2021-01-23 10:45:00,147
2021-01-23 11:00:00,111
2021-01-23 11:15:00,60
2021-01-23 11:30:00,77
2021-01-23 11:45:00,86
2021-01-23 12:00:00,71
2021-01-23 12:15:00,106
2021-01-23 12:30:00,96
2021-01-23 12:45:00,95
2021-01-23 13:00:00,80
2021-01-23 13:15:00,121
2021-01-23 13:30:00,93
2021-01-23 13:45:00,68
2021-01-23 14:00:00,111
2021-01-23 14:15:00,93
2021-01-23 14:30:00,137
2021-01-23 14:45:00,99
2021-01-23 15:00:00,97
2021-01-23 15:15:00,75
2021-01-23 15:30:00,99
2021-01-23 15:45:00,111
2021-01-23 16:00:00,62
2021-01-23 16:15:00,96
2021-01-23 16:30:00,73
2021-01-23 16:45:00,100
2021-01-23 17:00:00,81
2021-01-23 17:15:00,166
2021-01-23 17:30:00,91
2021-01-23 17:45:00,135
2021-01-23 18:00:00,111
2021-01-23 18:15:00,56
2021-01-23 18:30:00,99
2021-01-23 18:45:00,127
2021-01-23 19:00:00,105
2021-01-23 19:15:00,135
2021-01-23 19:30:00,66
2021-01-23 19:45:00,24
2021-01-24 10:00:00,22
2021-01-24 10:15:00,86
2021-01-24 10:30:00,165
2021-01-24 10:45:00,105
2021-01-24 11:00:00,116
2021-01-24 11:15:00,129
2021-01-24 11:30:00,156
2021-01-24 11:45:00,204
2021-01-24 12:00:00,167
2021-01-24 12:15:00,118
2021-01-24 12:30:00,92
2021-01-24 12:45:00,176
2021-01-24 13:00:00,107
2021-01-24 13:15:00,132
2021-01-24 13:30:00,83
2021-01-24 13:45:00,98
2021-01-24 14:00:00,88
2021-01-24 14:15:00,80
2021-01-24 14:30:00,147
2021-01-24 14:45:00,81
2021-01-24 15:00:00,115
2021-01-24 15:15:00,128
2021-01-24 15:30:00,115
2021-01-24 15:45:00,89
2021-01-24 16:00:00,131
2021-01-24 16:15:00,64
2021-01-24 16:30:00,141
2021-01-24 16:45:00,115
2021-01-24 17:00:00,170
2021-01-24 17:15:00,172
2021-01-24 17:30:00,162
2021-01-24 17:45:00,114
2021-01-24 18:00:00,133
2021-01-24 18:15:00,101
2021-01-24 18:30:00,105
2021-01-24 18:45:00,95
2021-01-24 19:00:00,136
2021-01-24 19:15:00,116
2021-01-24 19:30:00,131
2021-01-24 19:45:00,65
2021-01-25 09:45:00,13
2021-01-25 10:00:00,1
2021-01-25 10:15:00,31
2021-01-25 10:30:00,67
2021-01-25 10:45:00,90
2021-01-25 11:00:00,176
2021-01-25 11:15:00,103
2021-01-25 11:30:00,172
2021-01-25 11:45:00,133
2021-01-25 12:00:00,126
2021-01-25 12:15:00,105
2021-01-25 12:30:00,187
2021-01-25 12:45:00,140
2021-01-25 13:00:00,153
2021-01-25 13:15:00,110
2021-01-25 13:30:00,128
2021-01-25 13:45:00,144
2021-01-25 14:00:00,90
2021-01-25 14:15:00,152
2021-01-25 14:30:00,108
2021-01-25 14:45:00,119
2021-01-25 15:00:00,130
2021-01-25 15:15:00,114
2021-01-25 15:30:00,173
2021-01-25 15:45:00,77
2021-01-25 16:00:00,108
2021-01-25 16:15:00,113
2021-01-25 16:30:00,179
2021-01-25 16:45:00,81
2021-01-25 17:00:00,146
2021-01-25 17:15:00,134
2021-01-25 17:30:00,106
2021-01-25 17:45:00,128
2021-01-25 18:00:00,121
2021-01-25 18:15:00,104
2021-01-25 18:30:00,131
2021-01-25 18:45:00,143
2021-01-25 19:00:00,97
2021-01-25 19:15:00,149
2021-01-25 19:30:00,95
2021-01-25 19:45:00,40
2021-01-25 20:00:00,44
2021-01-27 09:45:00,46
2021-01-27 10:00:00,76
2021-01-27 10:15:00,93
2021-01-27 10:30:00,96
2021-01-27 10:45:00,81
2021-01-27 11:00:00,92
2021-01-27 11:15:00,92
2021-01-27 11:30:00,87
2021-01-27 11:45:00,89
2021-01-27 12:00:00,70
2021-01-27 12:15:00,128
2021-01-27 12:30:00,112
2021-01-27 12:45:00,72
2021-01-27 13:00:00,121
2021-01-27 13:15:00,83
2021-01-27 13:30:00,151
2021-01-27 13:45:00,125
2021-01-27 14:00:00,118
2021-01-27 14:15:00,112
2021-01-27 14:30:00,55
2021-01-27 14:45:00,71
2021-01-27 15:00:00,122
2021-01-27 15:15:00,106
2021-01-27 15:30:00,75
2021-01-27 15:45:00,110
2021-01-27 16:00:00,177
2021-01-27 16:15:00,105
2021-01-27 16:30:00,107
2021-01-27 16:45:00,126
2021-01-27 17:00:00,145
2021-01-27 17:15:00,115
2021-01-27 17:30:00,120
2021-01-27 17:45:00,173
2021-01-27 18:00:00,186
2021-01-27 18:15:00,108
2021-01-27 18:30:00,104
2021-01-27 18:45:00,117
2021-01-27 19:00:00,101
2021-01-27 19:15:00,186
2021-01-27 19:30:00,59
2021-01-27 19:45:00,31
2021-01-27 20:00:00,41
2021-01-27 20:15:00,21
2021-01-28 09:45:00,22
2021-01-28 10:00:00,103
2021-01-28 10:15:00,47
2021-01-28 10:30:00,121
2021-01-28 10:45:00,98
2021-01-28 11:00:00,127
2021-01-28 11:15:00,89
2021-01-28 11:30:00,124
2021-01-28 11:45:00,126
2021-01-28 12:00:00,64
2021-01-28 12:15:00,71
2021-01-28 12:30:00,96
2021-01-28 12:45:00,111
2021-01-28 13:00:00,147
2021-01-28 13:15:00,102
2021-01-28 13:30:00,70
2021-01-28 13:45:00,112
2021-01-28 14:00:00,55
2021-01-28 14:15:00,123
2021-01-28 14:30:00,92
2021-01-28 14:45:00,75
2021-01-28 15:00:00,100
2021-01-28 15:15:00,89
2021-01-28 15:30:00,98
2021-01-28 15:45:00,131
2021-01-28 16:00:00,47
2021-01-28 16:15:00,63
2021-01-28 16:30:00,98
2021-01-28 16:45:00,153
2021-01-28 17:00:00,114
2021-01-28 17:15:00,135
2021-01-28 17:30:00,133
2021-01-28 17:45:00,136
2021-01-28 18:00:00,84
2021-01-28 18:15:00,104
2021-01-28 18:30:00,126
2021-01-28 18:45:00,124
2021-01-28 19:00:00,76
2021-01-28 19:15:00,47
2021-01-28 19:30:00,126
2021-01-28 19:45:00,6
2021-01-29 09:45:00,72
2021-01-29 10:00:00,72
2021-01-29 10:15:00,102
2021-01-29 10:30:00,115
2021-01-29 10:45:00,108
2021-01-29 11:00:00,102
2021-01-29 11:15:00,73
2021-01-29 11:30:00,95
2021-01-29 11:45:00,81
2021-01-29 12:00:00,138
2021-01-29 12:15:00,35
2021-01-29 12:30:00,137
2021-01-29 12:45:00,99
2021-01-29 13:00:00,120
2021-01-29 13:15:00,105
2021-01-29 13:30:00,73
2021-01-29 13:45:00,54
2021-01-29 14:00:00,111
2021-01-29 14:15:00,65
2021-01-29 14:30:00,88
2021-01-29 14:45:00,103
2021-01-29 15:00:00,66
2021-01-29 15:15:00,156
2021-01-29 15:30:00,127
2021-01-29 15:45:00,46
2021-01-29 16:00:00,110
2021-01-29 16:15:00,91
2021-01-29 16:30:00,143
2021-01-29 16:45:00,77
2021-01-29 17:00:00,149
2021-01-29 17:15:00,121
2021-01-29 17:30:00,99
2021-01-29 17:45:00,160
2021-01-29 18:00:00,141
2021-01-29 18:15:00,138
2021-01-29 18:30:00,116
2021-01-29 18:45:00,122
2021-01-29 19:00:00,105
2021-01-29 19:15:00,88
2021-01-29 19:30:00,30
2021-01-30 09:30:00,1
2021-01-30 09:45:00,43
2021-01-30 10:00:00,92
2021-01-30 10:15:00,62
2021-01-30 10:30:00,112
2021-01-30 10:45:00,92
2021-01-30 11:00:00,55
2021-01-30 11:15:00,141
2021-01-30 11:30:00,96
2021-01-30 11:45:00,153
2021-01-30 12:00:00,79
2021-01-30 12:15:00,149
2021-01-30 12:30:00,104
2021-01-30 12:45:00,113
2021-01-30 13:00:00,124
2021-01-30 13:15:00,81
2021-01-30 13:30:00,77
2021-01-30 13:45:00,126
2021-01-30 14:00:00,83
2021-01-30 14:15:00,76
2021-01-30 14:30:00,62
2021-01-30 14:45:00,98
2021-01-30 15:00:00,75
2021-01-30 15:15:00,104
2021-01-30 15:30:00,154
2021-01-30 15:45:00,125
2021-01-30 16:00:00,89
2021-01-30 16:15:00,85
2021-01-30 16:30:00,127
2021-01-30 16:45:00,115
2021-01-30 17:00:00,118
2021-01-30 17:15:00,90
2021-01-30 17:30:00,130
2021-01-30 17:45:00,140
2021-01-30 18:00:00,164
2021-01-30 18:15:00,181
2021-01-30 18:30:00,147
2021-01-30 18:45:00,87
2021-01-30 19:00:00,104
2021-01-30 19:15:00,127
2021-01-30 19:30:00,128
2021-01-31 10:00:00,54
2021-01-31 10:15:00,52
2021-01-31 10:30:00,113
2021-01-31 10:45:00,146
2021-01-31 11:00:00,135
2021-01-31 11:15:00,67
2021-01-31 11:30:00,139
2021-01-31 11:45:00,106
2021-01-31 12:00:00,85
2021-01-31 12:15:00,221
2021-01-31 12:30:00,113
2021-01-31 12:45:00,136
2021-01-31 13:00:00,160
2021-01-31 13:15:00,109
2021-01-31 13:30:00,139
2021-01-31 13:45:00,114
2021-01-31 14:00:00,174
2021-01-31 14:15:00,122
2021-01-31 14:30:00,118
2021-01-31 14:45:00,149
2021-01-31 15:00:00,162
2021-01-31 15:15:00,126
2021-01-31 15:30:00,139
2021-01-31 15:45:00,135
2021-01-31 16:00:00,155
2021-01-31 16:15:00,149
2021-01-31 16:30:00,172
2021-01-31 16:45:00,161
2021-01-31 17:00:00,182
2021-01-31 17:15:00,184
2021-01-31 17:30:00,150
2021-01-31 17:45:00,131
2021-01-31 18:00:00,133
2021-01-31 18:15:00,191
2021-01-31 18:30:00,119
2021-01-31 18:45:00,198
2021-01-31 19:00:00,184
2021-01-31 19:15:00,118
2021-01-31 19:30:00,143
2021-01-31 19:45:00,73
2021-02-01 09:45:00,30
2021-02-01 10:00:00,36
2021-02-01 10:15:00,111
2021-02-01 10:30:00,142
2021-02-01 10:45:00,132
2021-02-01 11:00:00,188
2021-02-01 11:15:00,149
2021-02-01 11:30:00,151
2021-02-01 11:45:00,135
2021-02-01 12:00:00,159
2021-02-01 12:15:00,135
2021-02-01 12:30:00,129
2021-02-01 12:45:00,145
2021-02-01 13:00:00,124
2021-02-01 13:15:00,177
2021-02-01 13:30:00,190
2021-02-01 13:45:00,178
2021-02-01 14:00:00,144
2021-02-01 14:15:00,160
2021-02-01 14:30:00,199
2021-02-01 14:45:00,160
2021-02-01 15:00:00,156
2021-02-01 15:15:00,139
2021-02-01 15:30:00,130
2021-02-01 15:45:00,177
2021-02-01 16:00:00,168
2021-02-01 16:15:00,82
2021-02-01 16:30:00,85
2021-02-01 16:45:00,135
2021-02-01 17:00:00,139
2021-02-01 17:15:00,152
2021-02-01 17:30:00,142
2021-02-01 17:45:00,161
2021-02-01 18:00:00,150
2021-02-01 18:15:00,172
2021-02-01 18:30:00,210
